continent_name,country_code,country_name,year,gdp_per_capita
Europe,MKD,"Macedonia, FYR",2008,4685.62
Africa,MLI,Mali,2008,665.05
Europe,MLT,Malta,2008,20895.78
NULL,MNA,Middle East & North Africa (developing only),2008,3744.69
Europe,MNE,Montenegro,2008,7305.81
Asia,MNG,Mongolia,2008,2135.81
Africa,MOZ,Mozambique,2008,434.53
Africa,MRT,Mauritania,2008,1107.32
Africa,MUS,Mauritius,2008,7599.99
Africa,MWI,Malawi,2008,302.5
Asia,MYS,Malaysia,2008,8460.36
NULL,NAC,North America,2008,48099.73
Africa,NAM,Namibia,2008,4183.23
Africa,NER,Niger,2008,366.63
Africa,NGA,Nigeria,2008,1376.02
North America,NIC,Nicaragua,2008,1456.31
Europe,NLD,Netherlands,2008,52951.04
NULL,NOC,High income: nonOECD,2008,17191.25
Europe,NOR,Norway,2008,95189.87
Asia,NPL,Nepal,2008,477.93
Oceania,NZL,New Zealand,2008,30610.29
NULL,OEC,High income: OECD,2008,41126.83
NULL,OED,OECD members,2008,36188.36
Asia,OMN,Oman,2008,23421.36
NULL,OSS,Other small states,2008,4307.44
Asia,PAK,Pakistan,2008,1018.38
North America,PAN,Panama,2008,6472.98
South America,PER,Peru,2008,4525.22
Asia,PHL,Philippines,2008,1920.99
Oceania,PLW,Palau,2008,10516.85
Oceania,PNG,Papua New Guinea,2008,1222.79
Europe,POL,Poland,2008,13886.47
North America,PRI,Puerto Rico,2008,24623.5
Europe,PRT,Portugal,2008,23860.68
South America,PRY,Paraguay,2008,2967.41
NULL,PSS,Pacific island small states,2008,3081.36
Asia,QAT,Qatar,2008,84812.64
Europe,ROU,Romania,2008,9949.35
Europe,RUS,Russian Federation,2008,11700.22
Africa,RWA,Rwanda,2008,460.9
NULL,SAS,South Asia,2008,984.77
Asia,SAU,Saudi Arabia,2008,19714.39
Africa,SDN,Sudan,2008,1253.11
Africa,SEN,Senegal,2008,1093.76
Asia,SGP,Singapore,2008,39382.95
Oceania,SLB,Solomon Islands,2008,1282.51
Africa,SLE,Sierra Leone,2008,452.7
North America,SLV,El Salvador,2008,3483.71
Europe,SMR,San Marino,2008,62188.93
Europe,SRB,Serbia,2008,6497.84
NULL,SSA,Sub-Saharan Africa (developing only),2008,1206.47
Africa,SSD,South Sudan,2008,1674.05
NULL,SSF,Sub-Saharan Africa (all income levels),2008,1224.42
NULL,SST,Small states,2008,5568.02
Africa,STP,Sao Tome and Principe,2008,1090.41
South America,SUR,Suriname,2008,6855.18
Europe,SVK,Slovak Republic,2008,18201.27
Europe,SVN,Slovenia,2008,27015.08
Europe,SWE,Sweden,2008,52730.77
Africa,SWZ,Swaziland,2008,2616.95
Africa,SYC,Seychelles,2008,11123
Asia,SYR,Syrian Arab Republic,2008,NULL
Africa,TCD,Chad,2008,938.47
Africa,TGO,Togo,2008,527.69
Asia,THA,Thailand,2008,4118.4
Asia,TJK,Tajikistan,2008,709.44
Asia,TKM,Turkmenistan,2008,3918.92
Asia,TLS,Timor-Leste,2008,643.65
Oceania,TON,Tonga,2008,3369.21
North America,TTO,Trinidad and Tobago,2008,21282.79
Africa,TUN,Tunisia,2008,4331.24
Europe,TUR,Turkey,2008,10379.49
Oceania,TUV,Tuvalu,2008,3094.68
Africa,TZA,Tanzania,2008,503.6
Africa,UGA,Uganda,2008,448.07
Europe,UKR,Ukraine,2008,3891.04
NULL,UMC,Upper middle income,2008,5086.21
South America,URY,Uruguay,2008,9067.5
North America,USA,United States,2008,48407.08
Asia,UZB,Uzbekistan,2008,1023.12
North America,VCT,St. Vincent and the Grenadines,2008,6403.6
South America,VEN,"Venezuela, RB",2008,11223.21
Asia,VNM,Vietnam,2008,1164.56
Oceania,VUT,Vanuatu,2008,2697.38
Asia,PSE,West Bank and Gaza,2008,NULL
NULL,WLD,World,2008,9213.84
Oceania,WSM,Samoa,2008,3128.73
Asia,YEM,"Yemen, Rep.",2008,1239.96
Africa,ZAF,South Africa,2008,5511.2
Africa,COD,"Congo, Dem. Rep.",2008,198.5
Africa,ZMB,Zambia,2008,1175.35
Africa,ZWE,Zimbabwe,2008,345.41
North America,ABW,Aruba,2009,24639.94
Europe,AND,Andorra,2009,NULL
Asia,AFG,Afghanistan,2009,450.66
Africa,AGO,Angola,2009,3988.68
Europe,ALB,Albania,2009,3845.72
NULL,ARB,Arab World,2009,5256.8
Asia,ARE,United Arab Emirates,2009,33012.82
South America,ARG,Argentina,2009,7674.34
Europe,ARM,Armenia,2009,2913.6
North America,ATG,Antigua and Barbuda,2009,14589.6
Oceania,AUS,Australia,2009,42721.89
Europe,AUT,Austria,2009,45872.22
Europe,AZE,Azerbaijan,2009,4950.29
Africa,BDI,Burundi,2009,194.9
Europe,BEL,Belgium,2009,43834.1
Africa,BEN,Benin,2009,712.62
Africa,BFA,Burkina Faso,2009,553.04
Asia,BGD,Bangladesh,2009,597.71
Europe,BGR,Bulgaria,2009,6524.16
Asia,BHR,Bahrain,2009,19251.12
North America,BHS,"Bahamas, The",2009,22060.92
Europe,BIH,Bosnia and Herzegovina,2009,4433.15
Europe,BLR,Belarus,2009,5182.63
North America,BLZ,Belize,2009,4446.61
North America,BMU,Bermuda,2009,88463.31
South America,BOL,Bolivia,2009,1735.14
South America,BRA,Brazil,2009,8373.34
North America,BRB,Barbados,2009,16460.76
Asia,BRN,Brunei Darussalam,2009,27212.06
Asia,BTN,Bhutan,2009,1795.05
Africa,BWA,Botswana,2009,5178.44
Africa,CAF,Central African Republic,2009,464.51
North America,CAN,Canada,2009,39775.04
Europe,CHE,Switzerland,2009,65790.07
NULL,CHI,Channel Islands,2009,73577.16
South America,CHL,Chile,2009,10120.04
Asia,CHN,China,2009,3749.27
Africa,CIV,Cote d'Ivoire,2009,1238.71
Africa,CMR,Cameroon,2009,1102.52
Africa,COG,"Congo, Rep.",2009,2401.3
South America,COL,Colombia,2009,5116.75
Africa,COM,Comoros,2009,803.49
Africa,CPV,Cabo Verde,2009,3524.33
North America,CRI,Costa Rica,2009,6385.54
NULL,CSS,Caribbean small states,2009,8190.05
North America,CUB,Cuba,2009,5499.12
Europe,CYP,Cyprus,2009,29427.91
Europe,CZE,Czech Republic,2009,18883.51
Europe,DEU,Germany,2009,40270.16
Africa,DJI,Djibouti,2009,NULL
North America,DMA,Dominica,2009,6778.66
Europe,DNK,Denmark,2009,56226.58
North America,DOM,Dominican Republic,2009,4731.6
Africa,DZA,Algeria,2009,3771.28
NULL,EAP,East Asia & Pacific (developing only),2009,3262.59
NULL,EAS,East Asia & Pacific (all income levels),2009,6436.79
NULL,ECA,Europe & Central Asia (developing only),2009,5495.42
NULL,ECS,Europe & Central Asia (all income levels),2009,22191.25
South America,ECU,Ecuador,2009,4236.78
Africa,EGY,"Egypt, Arab Rep.",2009,2461.53
NULL,EMU,Euro area,2009,37240.99
Africa,ERI,Eritrea,2009,334.06
Europe,ESP,Spain,2009,31368.51
Europe,EST,Estonia,2009,14505.72
Africa,ETH,Ethiopia,2009,332.05
NULL,EUU,European Union,2009,32523.73
Europe,FIN,Finland,2009,44837.71
Oceania,FJI,Fiji,2009,3431.76
Europe,FRA,France,2009,40487.92
Europe,FRO,Faeroe Islands,2009,44317.3
Oceania,FSM,"Micronesia, Fed. Sts.",2009,2668.81
Africa,GAB,Gabon,2009,7919.71
Europe,GBR,United Kingdom,2009,35476.35
Europe,GEO,Georgia,2009,2440.96
Africa,GHA,Ghana,2009,1096.53
Africa,GIN,Guinea,2009,435.18
Africa,GMB,"Gambia, The",2009,553.1
Africa,GNB,Guinea-Bissau,2009,536.8
Africa,GNQ,Equatorial Guinea,2009,15300.7
Europe,GRC,Greece,2009,28451.92
North America,GRD,Grenada,2009,7435.64
North America,GRL,Greenland,2009,22507.89
North America,GTM,Guatemala,2009,2697.39
South America,GUY,Guyana,2009,2593.37
NULL,HIC,High income,2009,33803.21
Asia,HKG,"Hong Kong SAR, China",2009,30697.34
North America,HND,Honduras,2009,1939.28
NULL,HPC,Heavily indebted poor countries (HIPC),2009,642.47
Europe,HRV,Croatia,2009,14053.78
North America,HTI,Haiti,2009,662.59
Europe,HUN,Hungary,2009,12634.55
Asia,IDN,Indonesia,2009,2272.04
Europe,IMN,Isle of Man,2009,NULL
Asia,IND,India,2009,1147.24
Europe,IRL,Ireland,2009,49707.68
Asia,IRN,"Iran, Islamic Rep.",2009,4931.28
Asia,IRQ,Iraq,2009,3701.86
Europe,ISL,Iceland,2009,38039.3
Asia,ISR,Israel,2009,27491.51
Europe,ITA,Italy,2009,35073.16
North America,JAM,Jamaica,2009,4491.47
Asia,JOR,Jordan,2009,4027.05
Asia,JPN,Japan,2009,39473.36
Europe,KAZ,Kazakhstan,2009,7165.28
Africa,KEN,Kenya,2009,767.87
Asia,KGZ,Kyrgyz Republic,2009,871.22
Asia,KHM,Cambodia,2009,735.42
Oceania,KIR,Kiribati,2009,1320.48
North America,KNA,St. Kitts and Nevis,2009,13316.34
Asia,KOR,"Korea, Rep.",2009,16958.64
NULL,KSV,Kosovo,2009,3198.93
Asia,KWT,Kuwait,2009,37160.54
NULL,LAC,Latin America & Caribbean (developing only),2009,6916.58
Asia,LAO,Lao PDR,2009,930.59
Asia,LBN,Lebanon,2009,8159.02
Africa,LBR,Liberia,2009,302.28
Africa,LBY,Libya,2009,10455.58
North America,LCA,St. Lucia,2009,6700.51
NULL,LCN,Latin America & Caribbean (all income levels),2009,7196.18
NULL,LDC,Least developed countries: UN classification,2009,637.55
NULL,LIC,Low income,2009,479.12
Europe,LIE,Liechtenstein,2009,134617.38
Asia,LKA,Sri Lanka,2009,2057.11
NULL,LMC,Lower middle income,2009,1421.09
NULL,LMY,Low & middle income,2009,2798.47
Africa,LSO,Lesotho,2009,862.79
Europe,LTU,Lithuania,2009,11649.43
Europe,LUX,Luxembourg,2009,99281.77
Europe,LVA,Latvia,2009,12082.06
Asia,MAC,"Macao SAR, China",2009,40859.99
Africa,MAR,Morocco,2009,2861.03
Europe,MCO,Monaco,2009,153042.34
Europe,MDA,Moldova,2009,1525.53
Africa,MDG,Madagascar,2009,419.09
Asia,MDV,Maldives,2009,6208.6
NULL,MEA,Middle East & North Africa (all income levels),2009,6180.31
North America,MEX,Mexico,2009,7690.55
Oceania,MHL,Marshall Islands,2009,2895.64
NULL,MIC,Middle income,2009,3185.05
Europe,MKD,"Macedonia, FYR",2009,4433.86
Africa,MLI,Mali,2009,661.13
Europe,MLT,Malta,2009,19636.01
NULL,MNA,Middle East & North Africa (developing only),2009,3528.98
Europe,MNE,Montenegro,2009,6712.62
Asia,MNG,Mongolia,2009,1715.36
Africa,MOZ,Mozambique,2009,414.11
Africa,MRT,Mauritania,2009,860.91
Africa,MUS,Mauritius,2009,6928.97
Africa,MWI,Malawi,2009,345.19
Asia,MYS,Malaysia,2009,7277.76
NULL,NAC,North America,2009,46293.3
Africa,NAM,Namibia,2009,4133.06
Africa,NER,Niger,2009,352.69
Africa,NGA,Nigeria,2009,1090.75
North America,NIC,Nicaragua,2009,1420.11
Europe,NLD,Netherlands,2009,48173.91
NULL,NOC,High income: nonOECD,2009,13960.72
Europe,NOR,Norway,2009,78457.42
Asia,NPL,Nepal,2009,484.27
Oceania,NZL,New Zealand,2009,27474.33
NULL,OEC,High income: OECD,2009,38476.77
NULL,OED,OECD members,2009,33637.83
Asia,OMN,Oman,2009,18114.48
NULL,OSS,Other small states,2009,3660.75
Asia,PAK,Pakistan,2009,988.59
North America,PAN,Panama,2009,6682.5
South America,PER,Peru,2009,4495.16
Asia,PHL,Philippines,2009,1831.97
Oceania,PLW,Palau,2009,9709.27
Oceania,PNG,Papua New Guinea,2009,1180.43
Europe,POL,Poland,2009,11294.87
North America,PRI,Puerto Rico,2009,25497.15
Europe,PRT,Portugal,2009,22153.1
South America,PRY,Paraguay,2009,2513.63
NULL,PSS,Pacific island small states,2009,2644.75
Asia,QAT,Qatar,2009,62527.64
Europe,ROU,Romania,2009,8068.96
Europe,RUS,Russian Federation,2009,8615.66
Africa,RWA,Rwanda,2009,498.85
NULL,SAS,South Asia,2009,1068.17
Asia,SAU,Saudi Arabia,2009,16013.28
Africa,SDN,Sudan,2009,1190.79
Africa,SEN,Senegal,2009,1017.97
Asia,SGP,Singapore,2009,37859.79
Oceania,SLB,Solomon Islands,2009,1167.65
Africa,SLE,Sierra Leone,2009,435.11
North America,SLV,El Salvador,2009,3341.32
Europe,SMR,San Marino,2009,NULL
Europe,SRB,Serbia,2009,5497.96
NULL,SSA,Sub-Saharan Africa (developing only),2009,1114.88
Africa,SSD,South Sudan,2009,1245.04
NULL,SSF,Sub-Saharan Africa (all income levels),2009,1126.38
NULL,SST,Small states,2009,4690.91
Africa,STP,Sao Tome and Principe,2009,1134.11
South America,SUR,Suriname,2009,7450.23
Europe,SVK,Slovak Republic,2009,16196.28
Europe,SVN,Slovenia,2009,24051.04
Europe,SWE,Sweden,2009,43639.55
Africa,SWZ,Swaziland,2009,2693.52
Africa,SYC,Seychelles,2009,9707.27
Asia,SYR,Syrian Arab Republic,2009,NULL
Africa,TCD,Chad,2009,813.76
Africa,TGO,Togo,2009,514.77
Asia,THA,Thailand,2009,3978.91
Asia,TJK,Tajikistan,2009,668.62
Asia,TKM,Turkmenistan,2009,4059.97
Asia,TLS,Timor-Leste,2009,744.73
Oceania,TON,Tonga,2009,3075.82
North America,TTO,Trinidad and Tobago,2009,14557.02
Africa,TUN,Tunisia,2009,4177.13
Europe,TUR,Turkey,2009,8626.4
Oceania,TUV,Tuvalu,2009,2763.18
Africa,TZA,Tanzania,2009,504.2
Africa,UGA,Uganda,2009,451.08
Europe,UKR,Ukraine,2009,2545.48
NULL,UMC,Upper middle income,2009,4993.66
South America,URY,Uruguay,2009,8995.69
North America,USA,United States,2009,46998.82
Asia,UZB,Uzbekistan,2009,1181.85
North America,VCT,St. Vincent and the Grenadines,2009,6154.22
South America,VEN,"Venezuela, RB",2009,11524.98
Asia,VNM,Vietnam,2009,1232.37
Oceania,VUT,Vanuatu,2009,2642.93
Asia,PSE,West Bank and Gaza,2009,NULL
NULL,WLD,World,2009,8625.56
Oceania,WSM,Samoa,2009,2712.41
Asia,YEM,"Yemen, Rep.",2009,1130.48
Africa,ZAF,South Africa,2009,5654.49
Africa,COD,"Congo, Dem. Rep.",2009,185.23
Africa,ZMB,Zambia,2009,998.44
Africa,ZWE,Zimbabwe,2009,475.85
North America,ABW,Aruba,2010,24289.14
Europe,AND,Andorra,2010,NULL
Asia,AFG,Afghanistan,2010,561.2
Africa,AGO,Angola,2010,4218.65
Europe,ALB,Albania,2010,3764.33
NULL,ARB,Arab World,2010,6054.64
Asia,ARE,United Arab Emirates,2010,34048.52
South America,ARG,Argentina,2010,9132.96
Europe,ARM,Armenia,2010,3124.79
North America,ATG,Antigua and Barbuda,2010,13315.24
Oceania,AUS,Australia,2010,51824.8
Europe,AUT,Austria,2010,45016.7
Europe,AZE,Azerbaijan,2010,5843.17
Africa,BDI,Burundi,2010,219.53
Europe,BEL,Belgium,2010,43242.35
Africa,BEN,Benin,2010,689.65
Africa,BFA,Burkina Faso,2010,592.61
Asia,BGD,Bangladesh,2010,664.06
Europe,BGR,Bulgaria,2010,6453.48
Asia,BHR,Bahrain,2010,20545.97
North America,BHS,"Bahamas, The",2010,21881.08
Europe,BIH,Bosnia and Herzegovina,2010,4361.88
Europe,BLR,Belarus,2010,5818.85
North America,BLZ,Belize,2010,4529.89
North America,BMU,Bermuda,2010,88207.33
South America,BOL,Bolivia,2010,1934.68
South America,BRA,Brazil,2010,10978.09
North America,BRB,Barbados,2010,15812.28
Asia,BRN,Brunei Darussalam,2010,30880.35
Asia,BTN,Bhutan,2010,2211.23
Africa,BWA,Botswana,2010,6980.36
Africa,CAF,Central African Republic,2010,456.56
North America,CAN,Canada,2010,46376.34
Europe,CHE,Switzerland,2010,70370.02
NULL,CHI,Channel Islands,2010,NULL
South America,CHL,Chile,2010,12684.93
Asia,CHN,China,2010,4433.36
Africa,CIV,Cote d'Ivoire,2010,1207.85
Africa,CMR,Cameroon,2010,1090.62
Africa,COG,"Congo, Rep.",2010,2920.41
South America,COL,Colombia,2010,6179.4
Africa,COM,Comoros,2010,795.48
Africa,CPV,Cabo Verde,2010,3413.26
North America,CRI,Costa Rica,2010,7773.19
NULL,CSS,Caribbean small states,2010,8601.7
North America,CUB,Cuba,2010,5701.96
Europe,CYP,Cyprus,2010,27889.04
Europe,CZE,Czech Republic,2010,18948.6
Europe,DEU,Germany,2010,40407.96
Africa,DJI,Djibouti,2010,NULL
North America,DMA,Dominica,2010,6630.2
Europe,DNK,Denmark,2010,56451.73
North America,DOM,Dominican Republic,2010,5166.15
Africa,DZA,Algeria,2010,4349.57
NULL,EAP,East Asia & Pacific (developing only),2010,3885.15
NULL,EAS,East Asia & Pacific (all income levels),2010,7421.42
NULL,ECA,Europe & Central Asia (developing only),2010,6170.29
NULL,ECS,Europe & Central Asia (all income levels),2010,22645.57
South America,ECU,Ecuador,2010,4500.59
Africa,EGY,"Egypt, Arab Rep.",2010,2803.53
NULL,EMU,Euro area,2010,36371.59
Africa,ERI,Eritrea,2010,368.75
Europe,ESP,Spain,2010,29732.44
Europe,EST,Estonia,2010,14245.56
Africa,ETH,Ethiopia,2010,301.84
NULL,EUU,European Union,2010,32275.86
Europe,FIN,Finland,2010,44134.05
Oceania,FJI,Fiji,2010,3747.67
Europe,FRA,France,2010,39443.19
Europe,FRO,Faeroe Islands,2010,NULL
Oceania,FSM,"Micronesia, Fed. Sts.",2010,2838.45
Africa,GAB,Gabon,2010,9321.96
Europe,GBR,United Kingdom,2010,36424.53
Europe,GEO,Georgia,2010,2613.69
Africa,GHA,Ghana,2010,1326.07
Africa,GIN,Guinea,2010,435.45
Africa,GMB,"Gambia, The",2010,566.34
Africa,GNB,Guinea-Bissau,2010,526.52
Africa,GNQ,Equatorial Guinea,2010,17612.76
Europe,GRC,Greece,2010,26020.15
North America,GRD,Grenada,2010,7485.91
North America,GRL,Greenland,2010,NULL
North America,GTM,Guatemala,2010,2882.4
South America,GUY,Guyana,2010,2873.95
NULL,HIC,High income,2010,35427.09
Asia,HKG,"Hong Kong SAR, China",2010,32558.26
North America,HND,Honduras,2010,2063.93
NULL,HPC,Heavily indebted poor countries (HIPC),2010,690.71
Europe,HRV,Croatia,2010,13326.51
North America,HTI,Haiti,2010,670.4
Europe,HUN,Hungary,2010,12750.3
Asia,IDN,Indonesia,2010,2946.66
Europe,IMN,Isle of Man,2010,NULL
Asia,IND,India,2010,1417.07
Europe,IRL,Ireland,2010,45916.68
Asia,IRN,"Iran, Islamic Rep.",2010,5674.92
Asia,IRQ,Iraq,2010,4612.52
Europe,ISL,Iceland,2010,39507.14
Asia,ISR,Israel,2010,30389.11
Europe,ITA,Italy,2010,33982.15
North America,JAM,Jamaica,2010,4906.67
Asia,JOR,Jordan,2010,4370.72
Asia,JPN,Japan,2010,43117.77
Europe,KAZ,Kazakhstan,2010,9070.96
Africa,KEN,Kenya,2010,787.06
Asia,KGZ,Kyrgyz Republic,2010,880.04
Asia,KHM,Cambodia,2010,782.62
Oceania,KIR,Kiribati,2010,1539.05
North America,KNA,St. Kitts and Nevis,2010,12904.07
Asia,KOR,"Korea, Rep.",2010,20540.03
NULL,KSV,Kosovo,2010,3238.65
Asia,KWT,Kuwait,2010,40090.75
NULL,LAC,Latin America & Caribbean (developing only),2010,8451.5
Asia,LAO,Lao PDR,2010,1122.85
Asia,LBN,Lebanon,2010,8551.85
Africa,LBR,Liberia,2010,326.6
Africa,LBY,Libya,2010,NULL
North America,LCA,St. Lucia,2010,6814.4
NULL,LCN,Latin America & Caribbean (all income levels),2010,8758.78
NULL,LDC,Least developed countries: UN classification,2010,700.06
NULL,LIC,Low income,2010,512.81
Europe,LIE,Liechtenstein,2010,NULL
Asia,LKA,Sri Lanka,2010,2400.02
NULL,LMC,Lower middle income,2010,1764.78
NULL,LMY,Low & middle income,2010,3345.52
Africa,LSO,Lesotho,2010,1097.02
Europe,LTU,Lithuania,2010,11722.01
Europe,LUX,Luxembourg,2010,102678.8
Europe,LVA,Latvia,2010,11446.51
Asia,MAC,"Macao SAR, China",2010,53045.88
Africa,MAR,Morocco,2010,2822.73
Europe,MCO,Monaco,2010,145229.84
Europe,MDA,Moldova,2010,1631.54
Africa,MDG,Madagascar,2010,419.22
Asia,MDV,Maldives,2010,6552.48
NULL,MEA,Middle East & North Africa (all income levels),2010,7081.2
North America,MEX,Mexico,2010,8884.56
Oceania,MHL,Marshall Islands,2010,3112.84
NULL,MIC,Middle income,2010,3822.04
Europe,MKD,"Macedonia, FYR",2010,4442.3
Africa,MLI,Mali,2010,673.69
Europe,MLT,Malta,2010,19695.26
NULL,MNA,Middle East & North Africa (developing only),2010,4001.59
Europe,MNE,Montenegro,2010,6635.91
Asia,MNG,Mongolia,2010,2285.65
Africa,MOZ,Mozambique,2010,386.96
Africa,MRT,Mauritania,2010,1017.17
Africa,MUS,Mauritius,2010,7586.97
Africa,MWI,Malawi,2010,359.58
Asia,MYS,Malaysia,2010,8754.24
NULL,NAC,North America,2010,48169.04
Africa,NAM,Namibia,2010,5078.51
Africa,NER,Niger,2010,359.8
Africa,NGA,Nigeria,2010,2293.89
North America,NIC,Nicaragua,2010,1474.75
Europe,NLD,Netherlands,2010,46773.36
NULL,NOC,High income: nonOECD,2010,16372.21
Europe,NOR,Norway,2010,86155.53
Asia,NPL,Nepal,2010,596.38
Oceania,NZL,New Zealand,2010,32796.09
NULL,OEC,High income: OECD,2010,39943.05
NULL,OED,OECD members,2010,35043.33
Asia,OMN,Oman,2010,20983.9
NULL,OSS,Other small states,2010,4271.75
Asia,PAK,Pakistan,2010,1024.59
North America,PAN,Panama,2010,7229.11
South America,PER,Peru,2010,5386.01
Asia,PHL,Philippines,2010,2135.92
Oceania,PLW,Palau,2010,9601.53
Oceania,PNG,Papua New Guinea,2010,1382.14
Europe,POL,Poland,2010,12302.03
North America,PRI,Puerto Rico,2010,26106.39
Europe,PRT,Portugal,2010,21653
South America,PRY,Paraguay,2010,3100.5
NULL,PSS,Pacific island small states,2010,2904.19
Asia,QAT,Qatar,2010,72773.31
Europe,ROU,Romania,2010,8139.15
Europe,RUS,Russian Federation,2010,10709.51
Africa,RWA,Rwanda,2010,519.02
NULL,SAS,South Asia,2010,1289.15
Asia,SAU,Saudi Arabia,2010,19326.58
Africa,SDN,Sudan,2010,1422.37
Africa,SEN,Senegal,2010,998.6
Asia,SGP,Singapore,2010,45639.35
Oceania,SLB,Solomon Islands,2010,1289.07
Africa,SLE,Sierra Leone,2010,447.75
North America,SLV,El Salvador,2010,3444.46
Europe,SMR,San Marino,2010,NULL
Europe,SRB,Serbia,2010,5073.07
NULL,SSA,Sub-Saharan Africa (developing only),2010,1465.27
Africa,SSD,South Sudan,2010,1526.92
NULL,SSF,Sub-Saharan Africa (all income levels),2010,1478.43
NULL,SST,Small states,2010,5215.63
Africa,STP,Sao Tome and Principe,2010,1127.98
South America,SUR,Suriname,2010,8320.65
Europe,SVK,Slovak Republic,2010,16151.09
Europe,SVN,Slovenia,2010,22897.94
Europe,SWE,Sweden,2010,49359.87
Africa,SWZ,Swaziland,2010,3093.54
Africa,SYC,Seychelles,2010,10805.1
Asia,SYR,Syrian Arab Republic,2010,NULL
Africa,TCD,Chad,2010,909.3
Africa,TGO,Togo,2010,503.16
Asia,THA,Thailand,2010,4802.66
Asia,TJK,Tajikistan,2010,739.74
Asia,TKM,Turkmenistan,2010,4392.72
Asia,TLS,Timor-Leste,2010,817.77
Oceania,TON,Tonga,2010,3546.78
North America,TTO,Trinidad and Tobago,2010,15561.85
Africa,TUN,Tunisia,2010,4206.78
Europe,TUR,Turkey,2010,10135.42
Oceania,TUV,Tuvalu,2010,3238.5
Africa,TZA,Tanzania,2010,524.69
Africa,UGA,Uganda,2010,471.68
Europe,UKR,Ukraine,2010,2973.98
NULL,UMC,Upper middle income,2010,5948.18
South America,URY,Uruguay,2010,11520.29
North America,USA,United States,2010,48357.68
Asia,UZB,Uzbekistan,2010,1377.08
North America,VCT,St. Vincent and the Grenadines,2010,6172.58
South America,VEN,"Venezuela, RB",2010,13559.33
Asia,VNM,Vietnam,2010,1333.58
Oceania,VUT,Vanuatu,2010,2965.75
Asia,PSE,West Bank and Gaza,2010,NULL
NULL,WLD,World,2010,9339.42
Oceania,WSM,Samoa,2010,3075.65
Asia,YEM,"Yemen, Rep.",2010,1363.74
Africa,ZAF,South Africa,2010,7136.96
Africa,COD,"Congo, Dem. Rep.",2010,211.26
Africa,ZMB,Zambia,2010,1224.95
Africa,ZWE,Zimbabwe,2010,568.43
North America,ABW,Aruba,2011,25354.78
Europe,AND,Andorra,2011,NULL
Asia,AFG,Afghanistan,2011,613.98
Africa,AGO,Angola,2011,5159.23
Europe,ALB,Albania,2011,4109.08
NULL,ARB,Arab World,2011,7214.84
Asia,ARE,United Arab Emirates,2011,39057.84
South America,ARG,Argentina,2011,10951.58
Europe,ARM,Armenia,2011,3421.73
North America,ATG,Antigua and Barbuda,2011,12420.16
Oceania,AUS,Australia,2011,62080.98
Europe,AUT,Austria,2011,49485.48
Europe,AZE,Azerbaijan,2011,7189.81
Africa,BDI,Burundi,2011,246.91
Europe,BEL,Belgium,2011,46463.73
Africa,BEN,Benin,2011,745.92
Africa,BFA,Burkina Faso,2011,649.93
Asia,BGD,Bangladesh,2011,731.89
Europe,BGR,Bulgaria,2011,7286.64
Asia,BHR,Bahrain,2011,22466.88
North America,BHS,"Bahamas, The",2011,21490.36
Europe,BIH,Bosnia and Herzegovina,2011,4754.07
Europe,BLR,Belarus,2011,6305.77
North America,BLZ,Belize,2011,4720.82
North America,BMU,Bermuda,2011,85973.16
South America,BOL,Bolivia,2011,2319.61
South America,BRA,Brazil,2011,12575.98
North America,BRB,Barbados,2011,15503.33
Asia,BRN,Brunei Darussalam,2011,40244.31
Asia,BTN,Bhutan,2011,2513.94
Africa,BWA,Botswana,2011,7697.4
Africa,CAF,Central African Republic,2011,498.78
North America,CAN,Canada,2011,50578.35
Europe,CHE,Switzerland,2011,83087.05
NULL,CHI,Channel Islands,2011,NULL
South America,CHL,Chile,2011,14512.61
Asia,CHN,China,2011,5447.34
Africa,CIV,Cote d'Ivoire,2011,1241.56
Africa,CMR,Cameroon,2011,1204.7
Africa,COG,"Congo, Rep.",2011,3414.05
South America,COL,Colombia,2011,7148.86
Africa,COM,Comoros,2011,871.69
Africa,CPV,Cabo Verde,2011,3801.45
North America,CRI,Costa Rica,2011,8660.83
NULL,CSS,Caribbean small states,2011,9199.06
North America,CUB,Cuba,2011,6051.22
Europe,CYP,Cyprus,2011,29206.51
Europe,CZE,Czech Republic,2011,20580.18
Europe,DEU,Germany,2011,44354.68
Africa,DJI,Djibouti,2011,NULL
North America,DMA,Dominica,2011,6780.54
Europe,DNK,Denmark,2011,59897.53
North America,DOM,Dominican Republic,2011,5492.65
Africa,DZA,Algeria,2011,5271.59
NULL,EAP,East Asia & Pacific (developing only),2011,4699.74
NULL,EAS,East Asia & Pacific (all income levels),2011,8510.1
NULL,ECA,Europe & Central Asia (developing only),2011,6842.35
NULL,ECS,Europe & Central Asia (all income levels),2011,24849.99
South America,ECU,Ecuador,2011,5035.24
Africa,EGY,"Egypt, Arab Rep.",2011,2972.58
NULL,EMU,Euro area,2011,39153.48
Africa,ERI,Eritrea,2011,439.54
Europe,ESP,Spain,2011,31117.9
Europe,EST,Estonia,2011,16885.72
Africa,ETH,Ethiopia,2011,334.72
NULL,EUU,European Union,2011,34859.25
Europe,FIN,Finland,2011,48677.77
Oceania,FJI,Fiji,2011,4324.69
Europe,FRA,France,2011,42559.92
Europe,FRO,Faeroe Islands,2011,NULL
Oceania,FSM,"Micronesia, Fed. Sts.",2011,3000.15
