continent_name,country_code,country_name,year,gdp_per_capita
Africa,GAB,Gabon,2011,11768.61
Europe,GBR,United Kingdom,2011,39186.44
Europe,GEO,Georgia,2011,3219.57
Africa,GHA,Ghana,2011,1594.03
Africa,GIN,Guinea,2011,454
Africa,GMB,"Gambia, The",2011,517.75
Africa,GNB,Guinea-Bissau,2011,595.83
Africa,GNQ,Equatorial Guinea,2011,23473.44
Europe,GRC,Greece,2011,26061.44
North America,GRD,Grenada,2011,7766.47
North America,GRL,Greenland,2011,NULL
North America,GTM,Guatemala,2011,3242.69
South America,GUY,Guyana,2011,3258.05
NULL,HIC,High income,2011,38190.01
Asia,HKG,"Hong Kong SAR, China",2011,35172.52
North America,HND,Honduras,2011,2261.65
NULL,HPC,Heavily indebted poor countries (HIPC),2011,748.92
Europe,HRV,Croatia,2011,14434.7
North America,HTI,Haiti,2011,732.21
Europe,HUN,Hungary,2011,13783.84
Asia,IDN,Indonesia,2011,3471.43
Europe,IMN,Isle of Man,2011,NULL
Asia,IND,India,2011,1539.6
Europe,IRL,Ireland,2011,49387.27
Asia,IRN,"Iran, Islamic Rep.",2011,7006.05
Asia,IRQ,Iraq,2011,6019.42
Europe,ISL,Iceland,2011,44030.58
Asia,ISR,Israel,2011,33250.51
Europe,ITA,Italy,2011,36180.04
North America,JAM,Jamaica,2011,5334.57
Asia,JOR,Jordan,2011,4665.94
Asia,JPN,Japan,2011,46134.57
Europe,KAZ,Kazakhstan,2011,11358.01
Africa,KEN,Kenya,2011,799.96
Asia,KGZ,Kyrgyz Republic,2011,1124.08
Asia,KHM,Cambodia,2011,878.38
Oceania,KIR,Kiribati,2011,1735.55
North America,KNA,St. Kitts and Nevis,2011,13198.36
Asia,KOR,"Korea, Rep.",2011,22388.2
NULL,KSV,Kosovo,2011,3705.67
Asia,KWT,Kuwait,2011,51396.86
NULL,LAC,Latin America & Caribbean (developing only),2011,9345.31
Asia,LAO,Lao PDR,2011,1265.71
Asia,LBN,Lebanon,2011,9148.13
Africa,LBR,Liberia,2011,376.93
Africa,LBY,Libya,2011,NULL
North America,LCA,St. Lucia,2011,7023.32
NULL,LCN,Latin America & Caribbean (all income levels),2011,9686.51
NULL,LDC,Least developed countries: UN classification,2011,777.72
NULL,LIC,Low income,2011,564.07
Europe,LIE,Liechtenstein,2011,NULL
Asia,LKA,Sri Lanka,2011,2835.99
NULL,LMC,Lower middle income,2011,1969.11
NULL,LMY,Low & middle income,2011,3843.48
Africa,LSO,Lesotho,2011,1243.91
Europe,LTU,Lithuania,2011,14158.01
Europe,LUX,Luxembourg,2011,111913.19
Europe,LVA,Latvia,2011,13827.36
Asia,MAC,"Macao SAR, China",2011,67359.48
Africa,MAR,Morocco,2011,3044.11
Europe,MCO,Monaco,2011,163025.86
Europe,MDA,Moldova,2011,1970.57
Africa,MDG,Madagascar,2011,457.21
Asia,MDV,Maldives,2011,6487.56
NULL,MEA,Middle East & North Africa (all income levels),2011,8467.65
North America,MEX,Mexico,2011,9717.47
Oceania,MHL,Marshall Islands,2011,3251.74
NULL,MIC,Middle income,2011,4400.89
Europe,MKD,"Macedonia, FYR",2011,4961.81
Africa,MLI,Mali,2011,740.52
Europe,MLT,Malta,2011,21985.34
NULL,MNA,Middle East & North Africa (developing only),2011,4696.27
Europe,MNE,Montenegro,2011,7253.45
Asia,MNG,Mongolia,2011,3181.1
Africa,MOZ,Mozambique,2011,511.3
Africa,MRT,Mauritania,2011,1154.07
Africa,MUS,Mauritius,2011,8748.14
Africa,MWI,Malawi,2011,363.64
Asia,MYS,Malaysia,2011,10058.04
NULL,NAC,North America,2011,49932.35
Africa,NAM,Namibia,2011,5692.19
Africa,NER,Niger,2011,388.33
Africa,NGA,Nigeria,2011,2518.63
North America,NIC,Nicaragua,2011,1631.72
Europe,NLD,Netherlands,2011,49886.29
NULL,NOC,High income: nonOECD,2011,19584.4
Europe,NOR,Norway,2011,99172.62
Asia,NPL,Nepal,2011,704.19
Oceania,NZL,New Zealand,2011,36918.79
NULL,OEC,High income: OECD,2011,42623.16
NULL,OED,OECD members,2011,37379.45
Asia,OMN,Oman,2011,23132.94
NULL,OSS,Other small states,2011,4993.66
Asia,PAK,Pakistan,2011,1213.93
North America,PAN,Panama,2011,8372.58
South America,PER,Peru,2011,6112.16
Asia,PHL,Philippines,2011,2357.57
Oceania,PLW,Palau,2011,10332.1
Oceania,PNG,Papua New Guinea,2011,1767.24
Europe,POL,Poland,2011,13382.07
North America,PRI,Puerto Rico,2011,26733.76
Europe,PRT,Portugal,2011,22532.51
South America,PRY,Paraguay,2011,3956.73
NULL,PSS,Pacific island small states,2011,3309.7
Asia,QAT,Qatar,2011,90804.66
Europe,ROU,Romania,2011,9063.68
Europe,RUS,Russian Federation,2011,13284.03
Africa,RWA,Rwanda,2011,570.17
NULL,SAS,South Asia,2011,1416.13
Asia,SAU,Saudi Arabia,2011,24116.17
Africa,SDN,Sudan,2011,1537.6
Africa,SEN,Senegal,2011,1083.26
Asia,SGP,Singapore,2011,51241.74
Oceania,SLB,Solomon Islands,2011,1610.92
Africa,SLE,Sierra Leone,2011,501.02
North America,SLV,El Salvador,2011,3698.55
Europe,SMR,San Marino,2011,NULL
Europe,SRB,Serbia,2011,5964.1
NULL,SSA,Sub-Saharan Africa (developing only),2011,1607.28
Africa,SSD,South Sudan,2011,1844.3
NULL,SSF,Sub-Saharan Africa (all income levels),2011,1625.04
NULL,SST,Small states,2011,5872.62
Africa,STP,Sao Tome and Principe,2011,1355.45
South America,SUR,Suriname,2011,8236.2
Europe,SVK,Slovak Republic,2011,17760.41
Europe,SVN,Slovenia,2011,24478.35
Europe,SWE,Sweden,2011,56755.33
Africa,SWZ,Swaziland,2011,3274.39
Africa,SYC,Seychelles,2011,12289.26
Asia,SYR,Syrian Arab Republic,2011,NULL
Africa,TCD,Chad,2011,1006.32
Africa,TGO,Togo,2011,569.47
Asia,THA,Thailand,2011,5192.12
Asia,TJK,Tajikistan,2011,834.64
Asia,TKM,Turkmenistan,2011,5724.54
Asia,TLS,Timor-Leste,2011,959.54
Oceania,TON,Tonga,2011,4046.12
North America,TTO,Trinidad and Tobago,2011,17686.73
Africa,TUN,Tunisia,2011,4350.34
Europe,TUR,Turkey,2011,10604.84
Oceania,TUV,Tuvalu,2011,3993.65
Africa,TZA,Tanzania,2011,530.39
Africa,UGA,Uganda,2011,440.8
Europe,UKR,Ukraine,2011,3575.51
NULL,UMC,Upper middle income,2011,6932.43
South America,URY,Uruguay,2011,13723.92
North America,USA,United States,2011,49853.68
Asia,UZB,Uzbekistan,2011,1544.83
North America,VCT,St. Vincent and the Grenadines,2011,6291.26
South America,VEN,"Venezuela, RB",2011,10727.98
Asia,VNM,Vietnam,2011,1543.03
Oceania,VUT,Vanuatu,2011,3252.14
Asia,PSE,West Bank and Gaza,2011,NULL
NULL,WLD,World,2011,10224.25
Oceania,WSM,Samoa,2011,3361.96
Asia,YEM,"Yemen, Rep.",2011,1448.56
Africa,ZAF,South Africa,2011,7789.94
Africa,COD,"Congo, Dem. Rep.",2011,245.58
Africa,ZMB,Zambia,2011,1408.56
Africa,ZWE,Zimbabwe,2011,663.64
North America,ABW,Aruba,2012,NULL
Europe,AND,Andorra,2012,NULL
Asia,AFG,Afghanistan,2012,687.25
Africa,AGO,Angola,2012,5482.43
Europe,ALB,Albania,2012,3999.93
NULL,ARB,Arab World,2012,7610.96
Asia,ARE,United Arab Emirates,2012,41691.7
South America,ARG,Argentina,2012,11573.07
Europe,ARM,Armenia,2012,3351.38
North America,ATG,Antigua and Barbuda,2012,12733.49
Oceania,AUS,Australia,2012,67441.59
Europe,AUT,Austria,2012,46791.78
Europe,AZE,Azerbaijan,2012,7165.03
Africa,BDI,Burundi,2012,251.01
Europe,BEL,Belgium,2012,43398.69
Africa,BEN,Benin,2012,751.92
Africa,BFA,Burkina Faso,2012,651.65
Asia,BGD,Bangladesh,2012,752.16
Europe,BGR,Bulgaria,2012,6976.85
Asia,BHR,Bahrain,2012,23039.68
North America,BHS,"Bahamas, The",2012,21908.28
Europe,BIH,Bosnia and Herzegovina,2012,4555.64
Europe,BLR,Belarus,2012,6685.02
North America,BLZ,Belize,2012,NULL
North America,BMU,Bermuda,2012,84460.33
South America,BOL,Bolivia,2012,2575.68
South America,BRA,Brazil,2012,11339.52
North America,BRB,Barbados,2012,14917.15
Asia,BRN,Brunei Darussalam,2012,41126.61
Asia,BTN,Bhutan,2012,2398.91
Africa,BWA,Botswana,2012,7238.02
Africa,CAF,Central African Republic,2012,482.67
North America,CAN,Canada,2012,51206.16
Europe,CHE,Switzerland,2012,78927.6
NULL,CHI,Channel Islands,2012,NULL
South America,CHL,Chile,2012,15452.17
Asia,CHN,China,2012,6091.01
Africa,CIV,Cote d'Ivoire,2012,1243.99
Africa,CMR,Cameroon,2012,1166.91
Africa,COG,"Congo, Rep.",2012,3153.74
South America,COL,Colombia,2012,7747.84
Africa,COM,Comoros,2012,830.52
Africa,CPV,Cabo Verde,2012,3695.42
North America,CRI,Costa Rica,2012,9386.3
NULL,CSS,Caribbean small states,2012,9323.41
North America,CUB,Cuba,2012,NULL
Europe,CYP,Cyprus,2012,26070.37
Europe,CZE,Czech Republic,2012,18689.97
Europe,DEU,Germany,2012,42597.37
Africa,DJI,Djibouti,2012,NULL
North America,DMA,Dominica,2012,6691.71
Europe,DNK,Denmark,2012,56363.95
North America,DOM,Dominican Republic,2012,5745.78
Africa,DZA,Algeria,2012,5347.7
NULL,EAP,East Asia & Pacific (developing only),2012,5186.58
NULL,EAS,East Asia & Pacific (all income levels),2012,9039.61
NULL,ECA,Europe & Central Asia (developing only),2012,6888.57
NULL,ECS,Europe & Central Asia (all income levels),2012,23847.71
South America,ECU,Ecuador,2012,5424.63
Africa,EGY,"Egypt, Arab Rep.",2012,3256.02
NULL,EMU,Euro area,2012,36648.77
Africa,ERI,Eritrea,2012,504.3
Europe,ESP,Spain,2012,28273.72
Europe,EST,Estonia,2012,16832.8
Africa,ETH,Ethiopia,2012,454.8
NULL,EUU,European Union,2012,32954.08
Europe,FIN,Finland,2012,45694.11
Oceania,FJI,Fiji,2012,4467.1
Europe,FRA,France,2012,39746.29
Europe,FRO,Faeroe Islands,2012,NULL
Oceania,FSM,"Micronesia, Fed. Sts.",2012,3154.51
Africa,GAB,Gabon,2012,11256.52
Europe,GBR,United Kingdom,2012,38919.6
Europe,GEO,Georgia,2012,3506.64
Africa,GHA,Ghana,2012,1604.91
Africa,GIN,Guinea,2012,491.79
Africa,GMB,"Gambia, The",2012,506.6
Africa,GNB,Guinea-Bissau,2012,494.31
Africa,GNQ,Equatorial Guinea,2012,24035.71
Europe,GRC,Greece,2012,22441.52
North America,GRD,Grenada,2012,7266.68
North America,GRL,Greenland,2012,NULL
North America,GTM,Guatemala,2012,3330.53
South America,GUY,Guyana,2012,3583.96
NULL,HIC,High income,2012,38283.82
Asia,HKG,"Hong Kong SAR, China",2012,36795.82
North America,HND,Honduras,2012,2322.88
NULL,HPC,Heavily indebted poor countries (HIPC),2012,777.94
Europe,HRV,Croatia,2012,13878.58
North America,HTI,Haiti,2012,770.95
Europe,HUN,Hungary,2012,12560.07
Asia,IDN,Indonesia,2012,3556.79
Europe,IMN,Isle of Man,2012,NULL
Asia,IND,India,2012,1503
Europe,IRL,Ireland,2012,45921.32
Asia,IRN,"Iran, Islamic Rep.",2012,7228.02
Asia,IRQ,Iraq,2012,6625.22
Europe,ISL,Iceland,2012,42339.46
Asia,ISR,Israel,2012,32567.09
Europe,ITA,Italy,2012,33815.67
North America,JAM,Jamaica,2012,5449.08
Asia,JOR,Jordan,2012,4909.03
Asia,JPN,Japan,2012,46730.92
Europe,KAZ,Kazakhstan,2012,12120.51
Africa,KEN,Kenya,2012,942.54
Asia,KGZ,Kyrgyz Republic,2012,1154.74
Asia,KHM,Cambodia,2012,944.41
Oceania,KIR,Kiribati,2012,1736.2
North America,KNA,St. Kitts and Nevis,2012,14313.97
Asia,KOR,"Korea, Rep.",2012,22589.96
NULL,KSV,Kosovo,2012,3566.59
Asia,KWT,Kuwait,2012,56373.73
NULL,LAC,Latin America & Caribbean (developing only),2012,9191.98
Asia,LAO,Lao PDR,2012,1417.08
Asia,LBN,Lebanon,2012,9705.39
Africa,LBR,Liberia,2012,413.76
Africa,LBY,Libya,2012,NULL
North America,LCA,St. Lucia,2012,6848.24
NULL,LCN,Latin America & Caribbean (all income levels),2012,9575.22
NULL,LDC,Least developed countries: UN classification,2012,802.88
NULL,LIC,Low income,2012,597.53
Europe,LIE,Liechtenstein,2012,NULL
Asia,LKA,Sri Lanka,2012,2923.21
NULL,LMC,Lower middle income,2012,2009.54
NULL,LMY,Low & middle income,2012,4000.3
Africa,LSO,Lesotho,2012,1193.04
Europe,LTU,Lithuania,2012,14172.27
Europe,LUX,Luxembourg,2012,103858.02
Europe,LVA,Latvia,2012,13946.97
Asia,MAC,"Macao SAR, China",2012,78275.15
Africa,MAR,Morocco,2012,2902.33
Europe,MCO,Monaco,2012,NULL
Europe,MDA,Moldova,2012,2037.57
Africa,MDG,Madagascar,2012,447.44
Asia,MDV,Maldives,2012,6566.65
NULL,MEA,Middle East & North Africa (all income levels),2012,8875.11
North America,MEX,Mexico,2012,9748.87
Oceania,MHL,Marshall Islands,2012,3470.65
NULL,MIC,Middle income,2012,4585.37
Europe,MKD,"Macedonia, FYR",2012,4565.27
Africa,MLI,Mali,2012,699.34
Europe,MLT,Malta,2012,20838.88
NULL,MNA,Middle East & North Africa (developing only),2012,4896.59
Europe,MNE,Montenegro,2012,7041.22
Asia,MNG,Mongolia,2012,3672.97
Africa,MOZ,Mozambique,2012,565.15
Africa,MRT,Mauritania,2012,1106.14
Africa,MUS,Mauritius,2012,8119.55
Africa,MWI,Malawi,2012,268.05
Asia,MYS,Malaysia,2012,10432.06
NULL,NAC,North America,2012,51700.59
Africa,NAM,Namibia,2012,5785.75
Africa,NER,Niger,2012,394.78
Africa,NGA,Nigeria,2012,2722.3
North America,NIC,Nicaragua,2012,1753.64
Europe,NLD,Netherlands,2012,45960.14
NULL,NOC,High income: nonOECD,2012,20583.58
Europe,NOR,Norway,2012,99635.88
Asia,NPL,Nepal,2012,690.21
Oceania,NZL,New Zealand,2012,38636.87
NULL,OEC,High income: OECD,2012,42538.03
NULL,OED,OECD members,2012,37261.55
Asia,OMN,Oman,2012,23569.94
NULL,OSS,Other small states,2012,4856.03
Asia,PAK,Pakistan,2012,1256.66
North America,PAN,Panama,2012,9534.41
South America,PER,Peru,2012,6795.77
Asia,PHL,Philippines,2012,2587.02
Oceania,PLW,Palau,2012,11005.87
Oceania,PNG,Papua New Guinea,2012,2184.16
Europe,POL,Poland,2012,12710.12
North America,PRI,Puerto Rico,2012,27677.53
Europe,PRT,Portugal,2012,20175.06
South America,PRY,Paraguay,2012,3813.47
NULL,PSS,Pacific island small states,2012,3466.91
Asia,QAT,Qatar,2012,93825.3
Europe,ROU,Romania,2012,8437.43
Europe,RUS,Russian Federation,2012,14037.02
Africa,RWA,Rwanda,2012,619.93
NULL,SAS,South Asia,2012,1396.47
Asia,SAU,Saudi Arabia,2012,25136.21
Africa,SDN,Sudan,2012,1580
Africa,SEN,Senegal,2012,1023.29
Asia,SGP,Singapore,2012,52051.81
Oceania,SLB,Solomon Islands,2012,1834.84
Africa,SLE,Sierra Leone,2012,634.92
North America,SLV,El Salvador,2012,3789.57
Europe,SMR,San Marino,2012,NULL
Europe,SRB,Serbia,2012,5189.58
NULL,SSA,Sub-Saharan Africa (developing only),2012,1629.25
Africa,SSD,South Sudan,2012,943.04
NULL,SSF,Sub-Saharan Africa (all income levels),2012,1647.46
NULL,SST,Small states,2012,5811.71
Africa,STP,Sao Tome and Principe,2012,1400.33
South America,SUR,Suriname,2012,9376.5
Europe,SVK,Slovak Republic,2012,16892.55
Europe,SVN,Slovenia,2012,22058.77
Europe,SWE,Sweden,2012,55039.57
Africa,SWZ,Swaziland,2012,3041.85
Africa,SYC,Seychelles,2012,12782.73
Asia,SYR,Syrian Arab Republic,2012,NULL
Africa,TCD,Chad,2012,1035.26
Africa,TGO,Togo,2012,574.12
Asia,THA,Thailand,2012,5479.76
Asia,TJK,Tajikistan,2012,953.01
Asia,TKM,Turkmenistan,2012,6797.73
Asia,TLS,Timor-Leste,2012,1068.39
Oceania,TON,Tonga,2012,4493.72
North America,TTO,Trinidad and Tobago,2012,17436.5
Africa,TUN,Tunisia,2012,4236.79
Europe,TUR,Turkey,2012,10666.06
Oceania,TUV,Tuvalu,2012,4044.19
Africa,TZA,Tanzania,2012,608.72
Africa,UGA,Uganda,2012,551.16
Europe,UKR,Ukraine,2012,3866.99
NULL,UMC,Upper middle income,2012,7285.22
South America,URY,Uruguay,2012,14702.8
North America,USA,United States,2012,51748.56
Asia,UZB,Uzbekistan,2012,1716.66
North America,VCT,St. Vincent and the Grenadines,2012,6515.22
South America,VEN,"Venezuela, RB",2012,12728.73
Asia,VNM,Vietnam,2012,1755.27
Oceania,VUT,Vanuatu,2012,3183.16
Asia,PSE,West Bank and Gaza,2012,NULL
NULL,WLD,World,2012,10318.42
Oceania,WSM,Samoa,2012,3619.69
Asia,YEM,"Yemen, Rep.",2012,1498.26
Africa,ZAF,South Africa,2012,7351.76
Africa,COD,"Congo, Dem. Rep.",2012,261.84
Africa,ZMB,Zambia,2012,1462.89
Africa,ZWE,Zimbabwe,2012,714.23
